EIId,EIGroup,BloombergID,ReleaseName,Country,Description,ReleaseTime,Frequency,Source,Begin,QuoteUnits,Significance,DateLastDownload,StdDev,LocalTimeZone
2709,2709,RUUER Index,RU Unemployment,RU,Russian Labour Market                                                           The Russian Unemployment Rate as a percentage of the total labour force. The data is compatible with the International Labour Organisation's methodology.,16:00,Monthly,Federal Service of State Stati,1999-01-31 12:00:00 AM,% RATIO,1,2016-01-08 11:41:52 AM,"0,472076743841171",Europe/Moscow
1101,1101,SWCPMOM Index,SE CPI MoM,SE,Swedish Consumer Price Index,09:30,Monthly,Statistics Sweden,1980-01-31 12:00:00 AM,% CHANGE,3,2016-01-08 11:41:53 AM,"0,180601313710213",Europe/Vienna
1102,1101,SWCPYOY Index,SE CPI YoY,SE,Swedish Consumer Price Index                                                    From January 2005 the annual change is calculated using a new method. Back data for 1980-2004 has been computed according to the new method. The annual change is calculated on shadow index numbers with two decimals.  The corresponding inflation rate will be computed as the change in per cent of the CPI number over the preceding 12 months.                                                                                                                                            Numbers for 1980-2004 according to the old method are available on SWCPOLDY<Index>.,09:30,Monthly,Statistics Sweden,1980-01-31 12:00:00 AM,% CHANGE,2,2016-01-08 11:41:55 AM,"0,203030630946159",Europe/Vienna
1103,1101,SWCPUIFM Index,SE CPIF MoM,SE,CPIF is calculated using fixed mortgage interest rates.,09:30,Monthly,Statistics Sweden,1988-01-31 12:00:00 AM,% CHANGE,3,2016-01-08 11:41:57 AM,"0,159824103116989",Europe/Vienna
1104,1101,SWCPUIFY Index,SE CPIF YoY,SE,Swedish Riksbank definition on underlying inflation. CPIF is different from CPI because in CPIF homeowners interest costs get calculated with a constant rate.,09:30,Monthly,Statistics Sweden,1980-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:41:59 AM,"0,184957280755043",Europe/Vienna
1105,1105,SWGDPAQQ Index,SE GDP QoQ,SE,Swedish Statistics changes their reference year every year.,09:30,Quarterly,Statistics Sweden,1993-06-30 12:00:00 AM,% CHANGE,3,2016-01-08 11:42:00 AM,"0,686495184898376",Europe/Vienna
1106,1105,SWGDPWYY Index,SE GDP YoY,SE,Swedish Statistics changes their reference year every year.,09:30,Quarterly,Statistics Sweden,1982-03-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:42:02 AM,"1,11209833621979",Europe/Vienna
1107,1107,SWRRATEI Index,SE Interest Rate,SE,"Sector has protected tkrs, contact uuids: 111631 3432688 6156                   msg_lbl: 304329                                                                 This rate is updated at the point of release by the Riksbank. It is             the official rates but not the real time current market rate. This              index is updated as the market rate is announced. The real-time  repo           rates changes do not take affect for several days. For the real-time            repo rates, type SWRRATE index <GO>.",09:30,Intraday,Sveriges Riksbank,1994-05-26 12:00:00 AM,%,3,2016-01-08 11:42:04 AM,"0,618849098682404",Europe/Vienna
1108,1108,SWPPIMOM Index,SE PPI MoM,SE,Sweden Producer Price Index - Month on Month - % (Home sales including exports) Headline rate as on ECO SW <GO>.  For further economic statistics type : ECST <GO>.  For latest economic news type : NI ECO <GO> and for news on Swedish economic statistics type : NI SWECO <GO>.,09:30,Monthly,Statistics Sweden,1975-06-30 12:00:00 AM,% CHANGE,1,2016-01-08 11:42:06 AM,"0,602849125862122",Europe/Vienna
1109,1108,SWPPIYOY Index,SE PPI YoY,SE,Sweden Producer Price Index - Year on Year - % Home sales including exports.  Note: 1990 values are calculated by Bloomberg.,09:30,Monthly,Statistics Sweden,1976-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:42:07 AM,"1,27093088626862",Europe/Vienna
1110,1110,SWRSAMM Index,SE RS MoM,SE,"Sweden - Retail Trade Sales Index.  New base: 2010=100, and at constant prices.  Monthly % change.  Seasonally adjusted.  The figures take into account the number of shopping days.  Total trade index except of motor vehicles, beverages, pharmacies and repair shops for personal and household goods.",09:30,Monthly,Statistics Sweden,1991-02-28 12:00:00 AM,% CHANGE,2,2016-01-08 11:42:09 AM,"1,21024060249329",Europe/Vienna
1111,1110,SWRSIYOY Index,SE RS YoY,SE,"Sweden - Retail Trade Sales Index.Rebased: 2005=100, constant prices.  The figures take into account the number of shopping days.  Total trade index except of motor vehicles, beverages, pharmacies and repair shops for personal and household goods.  Index is non seasonally adjusted though it is calendar adjusted.",09:30,Monthly,Statistics Sweden,1992-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:42:11 AM,"1,65438067913055",Europe/Vienna
1112,1112,SWUERATE Index,SE Unemployment Rate,SE,Unadjusted;  Unemployed population aged 15-74. From January 2010 the methodology of the unemployment survey ws changed to use 29500 people instead of 21500.,09:30,Monthly,Statistics Sweden,2001-01-31 12:00:00 AM,% RATIO,2,2016-01-08 11:42:12 AM,"1,02074491977692",Europe/Vienna
1113,1113,PMISSURV Index,SE PMI Mfg,SE,Seasonally adjusted,08:30,Monthly,Swedbank Markets,2002-01-31 12:00:00 AM,,2,2016-01-08 11:42:14 AM,"9,0635347366333",Europe/Vienna
1114,1114,SWIPIMOM Index,SE Industrial Production MoM,SE,Sweden Statistics changed their base year to 2010=100 from 2005=100. Please refer to {SWIP05 Index des<GO>} for the values with 2005=100.                       Sweden Industrial Production Index - seasonally adjusted level - month on month - %,09:30,Monthly,Statistics Sweden,2000-01-31 12:00:00 AM,% CHANGE,2,2016-01-08 11:42:17 AM,"2,334557056427",Europe/Vienna
1115,1114,SWIPNSYY Index,SE Industrial Production YoY,SE,Sweden Statistics changed their base year to 2010=100 from 2005=100. Please refer to {SWIP05 Index des<GO>} for the values with 2005=100.                       Data shows year-on-year percentage change and is working day adjusted.,09:30,Monthly,Statistics Sweden,2000-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 12:10:34 PM,"4,17165374755859",Europe/Vienna
1116,1116,SWETCI Index,SE Consumer Confidence,SE,"The National Institute of Economic Research changed the method used to calculate the confidence indicators in the Economic Tendency Survey with effect from June 2013. The confidence indicators will be based on the same questions as before, but the net balances for the questions will be seasonally adjusted and transformed (standardised) so that they have the same mean and standard deviation. The confidence indicators will be standardised to a mean of 100 and a standard deviation of 10. This method is similar to the one used to calculate the Economic Tendency Indicator. For the old series please see {ALLX SWEB<GO>}                    The Economic Tendency Indicator measures total business and consumer sentiment. It is based on the information contained in the monthly confidence indicators for industry, the service sector, construction, the retail trade and consumers. The different sectors have been weighted to best reflect their impact on economic activity: industry (40%), service sector",09:00,Monthly,National Institute of Economic,1993-01-31 12:00:00 AM,,2,2016-01-08 11:42:22 AM,"18,2198295593262",Europe/Vienna
1117,1116,SWETCIM Index,SE Mfg Confidence,SE,"The National Institute of Economic Research changed the method used to calculate the confidence indicators in the Economic Tendency Survey with effect from June 2013. The confidence indicators will be based on the same questions as before, but the net balances for the questions will be seasonally adjusted and transformed (standardised) so that they have the same mean and standard deviation. The confidence indicators will be standardised to a mean of 100 and a standard deviation of 10. This method is similar to the one used to calculate the Economic Tendency Indicator. For the old series please see {ALLX SWEB<GO>}                    The Economic Tendency Indicator measures total business and consumer sentiment. It is based on the information contained in the monthly confidence indicators for industry, the service sector, construction, the retail trade and consumers. The different sectors have been weighted to best reflect their impact on economic activity: industry (40%), service sector",09:00,Monthly,National Institute of Economic,1996-02-29 12:00:00 AM,,2,2016-01-08 11:42:23 AM,"4,22050952911377",Europe/Vienna
1118,1118,PMSSSURS Index,SE PMI Services,SE,Swedbank Markets PMI,08:30,Monthly,Swedbank Markets,2006-10-31 12:00:00 AM,,2,2016-01-08 11:42:25 AM,"26,9021263122559",Europe/Vienna
1119,1119,SWTBAL Index,SE Trade Balance MoM,SE,"Billions of Swedish Krona, current prices, not seasonally adjusted              These figures include only the trade of goods (food & beverage, mining goods, chemicals, manufactured goods, clothing, electrical and non- electrical machinery, transport equipment...).",09:30,Monthly,Statistics Sweden,1975-01-31 12:00:00 AM,BILLIONS,1,2016-01-08 11:42:27 AM,"4,01199388504028",Europe/Vienna
1120,1101,SWCPUNDM Index,SE CPI MoM Underlying,SE,Swedish Consumer Price Index,,Monthly,Statistics Sweden,1994-01-31 12:00:00 AM,% CHANGE,3,2016-01-08 11:42:29 AM,0,Europe/Vienna
1121,1101,SWCPUNDY Index,SE CPI YoY Underlying,SE,Swedish Consumer Price Index                                                    From January 2005 the annual change is calculated using a new method. Back data for 1980-2004 has been computed according to the new method. The annual change  is calculated on shadow index numbers with two decimals.  The corresponding     inflation rate will be computed as the change in per cent of the CPI number over the preceding 12 months. Numbers for 1980-2004 according to the old method are available on SWCPOLUY<Index>. Underlying CPI excludes interest costs and the effect on CPI by changes in taxes and subsidies.,,Monthly,Statistics Sweden,1980-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:42:30 AM,0,Europe/Vienna
1122,1114,SWNOIMOM Index,SE Industrial Orders MoM SA,SE,Sweden Statistics changed their base year from 2005=100 to 2010=100 in March 2013. Note: Data lags approximately 3 months. All Data is now also working day adjusted.,09:30,Monthly,Statistics Sweden,2000-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:42:32 AM,"4,56844615936279",Europe/Vienna
1123,1114,SWNONSYY Index,SE Industrial Orders YoY NSA,SE,Sweden Statistics changed their base year from 2005=100 to 2010=100 in March 2013. Note: Data lags approximately 3 months. All Data is now also working day adjusted.                                                                           Sweden - Number of New Industrial Orders - Working Day Adjusted,09:30,Monthly,Statistics Sweden,2000-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 12:10:36 PM,"10,2305307388306",Europe/Vienna
1124,1124,SWUESART Index,SE Unemployment Rate SA,SE,,09:30,Monthly,Statistics Sweden,2001-01-31 12:00:00 AM,%,1,2016-01-08 11:42:36 AM,"1,27488672733307",Europe/Vienna
1125,1125,SWAUAMS Index,SE PES Unemployment Rate,SE,"Starting from September 2011 methodology had changed and history had been recalculated accordingly. Unemployment rate represents the number of unemployed and active participants of support program as a percent of registered workforce. The statistics also include the number of people who have been unemployed for more than 6, 12 and 24 months respectively.",08:00,Monthly,Swedish Public Employment Serv,1992-01-31 12:00:00 AM,% RATIO,1,2016-01-08 11:42:38 AM,"0,656448125839233",Europe/Vienna
1126,1116,SWETSURV Index,SE Economic Tendency Indicator,SE,"The National Institute of Economic Research changed the method used to calculate the confidence indicators in the Economic Tendency Survey with effect from June 2013. The confidence indicators will be based on the same questions as before, but the net balances for the questions will be seasonally adjusted and transformed (standardised) so that they have the same mean and standard deviation. The confidence indicators will be standardised to a mean of 100 and a standard deviation of 10. This method is similar to the one used to calculate the Economic Tendency Indicator. For the old series please see {ALLX SWEB<GO>}                    The Economic Tendency Indicator measures total business and consumer sentiment. It is based on the information contained in the monthly confidence indicators for industry, the service sector, construction, the retail trade and consumers. The different sectors have been weighted to best reflect their impact on economic activity: industry (40%), service sector",09:00,Monthly,National Institute of Economic,1996-07-31 12:00:00 AM,,1,2016-01-08 11:42:40 AM,"41,6688194274902",Europe/Vienna
1127,1114,SESPSAM Index,SE Service Production MoM,SE,Service production index is used as a basis for GDP calculations and will give monthly information about the production in the Swedish service sector. The index is built on results from other surveys. Published in the Swedish Statistical Databases since 2000 and in a monthly press release.,09:30,Monthly,Statistics Sweden,1992-12-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:42:41 AM,"1,17714738845825",Europe/Vienna
1128,1114,SESPWDAY Index,SE Service Production YoY,SE,Service production index is used as a basis for GDP calculations and will give monthly information about the production in the Swedish service sector. The index is built on results from other surveys. Published in the Swedish Statistical Databases since 2000 and in a monthly press release.,09:30,Monthly,Statistics Sweden,1992-12-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:42:43 AM,"1,88022899627686",Europe/Vienna
2501,2501,SRSATM Index,SG RS MoM,SG,Figures are released with a two-month lag.  Latest figures are preliminary and subject to revisions.,13:00,Monthly,Singapore Department of Statis,1985-02-28 12:00:00 AM,% CHANGE,1,2016-01-08 11:42:45 AM,"3,47520136833191",Asia/Singapore
2502,2501,SIRSYOY% Index,SG RS YoY,SG,"With effect from March 2011, Singapore Retail Sales re-based from 2005 current prices to base year 2010. With effect from 2006, Singapore Retail Sales was rebased from 1997 current prices to base year 2005. For Base Year 2005=100 or Year 1997=100, please see tickers ending with '05' or '97' respectively at ALLX SIRS <GO>",13:00,Monthly,Singapore Department of Statis,1986-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:42:46 AM,"3,79629755020142",Asia/Singapore
2503,2501,SIRSXMY% Index,SG RS YoY ex Auto,SG,"With effect from March 2011, Singapore Retail Sales re-based from 2005 current prices to base year 2010. With effect from 2006, Singapore Retail Sales was rebased from 1997 current prices to base year 2005. For Base Year 2005=100 or Year 1997=100, please see tickers ending with '05' or '97' respectively at ALLX SIRS <GO>",13:00,Monthly,Singapore Department of Statis,1986-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:42:48 AM,"4,01886940002441",Asia/Singapore
1201,1201,TUBR1WRA Index,TR Interest Rate,TR,Turkey central bank interest rates for announcements only.                      Central Bank of the Republic of Turkey used to use overnight rate as a policy rate between 2003 and 20/05/2010. Please refer to {TUIBON Index des<GO>} for historical values of Policy rate. at 20/05/2010 they started to use 1 week repo rate {TUBR1WRA Index des<GO>}.,14:00,Daily,Central Bank of Turkey,2010-05-20 12:00:00 AM,,2,2016-01-08 11:42:50 AM,"0,892991125583649",Asia/Istanbul
1202,1201,TUBROBRA Index,TR Overnight Borrowing Rate,TR,Overnight borrowing announcement rate.,14:00,Daily,Central Bank of Turkey,2006-01-23 12:00:00 AM,,2,2016-01-08 11:42:52 AM,"0,735104739665985",Asia/Istanbul
1203,1201,TUBRONRA Index,TR Overnight Lending Rate,TR,Turkey central bank interest rates for announcements only.                      Overnight lending rate announcement ticker.,14:00,Daily,Central Bank of Turkey,2006-01-23 12:00:00 AM,,2,2016-01-08 11:42:53 AM,"0,379999905824661",Asia/Istanbul
1204,1201,TUBRATE Index,TR Base Rate,TR,Turkey central bank interest rates for announcements only.                      This index tracks the Turkish Interbank Rate only on announcement days.  For a full historical series see TUIBON <Index>.                                       The increase in the rate from 15.00% to 17.25% shown on HP for June 26th was actually announced on Sunday June 25th.,02:00,Daily,Central Bank of Turkey,2002-11-11 12:00:00 AM,%,2,2016-01-08 11:42:55 AM,"2,4263973236084",Asia/Istanbul
1205,1205,TUCPIM Index,TR CPI MoM,TR,"Consumer Price Index (CPI) measures the changes the current retail prices of commodities purchased by a group of consumers over a given time period. 2003 based CPI is aimed to calculate the inflation rate by using the change of the prices of goods and services existed in the market. For this purpose, expenditures of households, foreign visitors, constitutional population and all the final monetary expenditures are taken into account. This concept left the owner occupied housing and expenditures from household production out of the coverage from the consumption expenditures.In determining the weights and calculating the index, Target Based Individual Consumption classification (COICOP) is used and according to this classification expenditures are organized in 44 sub-groups and 12 major groups. 447 commodities are used in the compilation of the index. International and regional guidelines: There are no important differences between Turkey's methodology reported in the EUROSTAT and releva",10:00,Monthly,State Institute of Statistics,1964-02-29 12:00:00 AM,% CHANGE,1,2016-01-08 11:42:57 AM,"0,425230205059052",Asia/Istanbul
1206,1205,TUCPIY Index,TR CPI YoY,TR,"Consumer Price Index (CPI) measures the changes the current retail prices of commodities purchased by a group of consumers over a given time period. 2003 based CPI is aimed to calculate the inflation rate by using the change of the prices of goods and services existed in the market. For this purpose, expenditures of households, foreign visitors, constitutional population and all the final monetary expenditures are taken into account. This concept left the owner occupied housing and expenditures from household production out of the coverage from the consumption expenditures.In determining the weights and calculating the index, Target Based Individual Consumption classification (COICOP) is used and according to this classification expenditures are organized in 44 sub-groups and 12 major groups. 447 commodities are used in the compilation of the index. International and regional guidelines: There are no important differences between Turkey's methodology reported in the EUROSTAT and releva",10:00,Monthly,State Institute of Statistics,1965-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:42:59 AM,"0,473375082015991",Asia/Istanbul
1207,1207,TUIOWDYY Index,TR Industrial Production YoY,TR,"In March 2013, Turkish Statistics Office rebased Industrial Prodiuction Index to 2010=100. For historical values of 2005 base year series please see {allx TU05<GO>}. For industrial production based on previous methodology type {ALLX TUIP <GO>}.",10:00,Monthly,State Institute of Statistics,2006-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:43:00 AM,"5,96636486053467",Asia/Istanbul
1208,1208,TUUNR Index,TR Unemployment Rate,TR,"Turkish Statistics Office changed their methodology in May/2014. The new regulations for Household Labour Force Survey were carried out with the period of February 2014 within the framework of the European Union criteria. For some industrial breakdowns there is no history provided yet. Old methodology tickers are avaiable under {ALLX TUUN<GO>} labelled as old method. For more information regarding changes, please go to the following link;{http://www.turkstat.gov.tr/HbGetir.do?id=16007&tb_id=6}",10:00,Monthly,State Institute of Statistics,2005-01-31 12:00:00 AM,% RATIO,1,2016-01-08 11:43:02 AM,"5,02106618881226",Asia/Istanbul
1209,1209,TUGPCOYR Index,TR GDP YoY,TR,,10:00,Quarterly,State Institute of Statistics,1999-03-31 12:00:00 AM,% CHANGE,2,2016-01-08 11:43:04 AM,"1,39062452316284",Asia/Istanbul
1210,1210,TUTBALBN Index,TR Trade Balance,TR,Turkey Foreign Trade - figures are in US$ Millions.,10:00,Monthly,State Institute of Statistics,1984-01-31 12:00:00 AM,BILLIONS,1,2016-01-08 11:43:06 AM,"0,922637581825256",Asia/Istanbul
1211,1211,TUCALNEW Index,TR Current Account,TR,"Turkey Balance Of Payments (Analytic Presentation)                              This ticker is for News announcements only for {ECO TU <GO>}, data is in billions of US dollars.",10:00,Monthly,Central Bank of Turkey,1984-01-31 12:00:00 AM,BILLIONS,1,2016-01-08 11:43:07 AM,"0,893372476100922",Asia/Istanbul
1301,1301,UKAPTARG Index,UK APF,UK,"In January 2009, the Chancellor of the Exchequer authorised the Bank to set up an Asset Purchase Facility (APF) to buy high-quality assets financed by the issuance of Treasury Bills. The aim of the Facility was to improve liquidity in credit markets. The Chancellor also announced that the APF provided an additional tool that the Monetary Policy Committee (MPC) could use for monetary policy purposes. When the APF is used for monetary policy purposes, purchases of assets are financed by the Bank creating money, rather than by issuance of Treasury Bills. Purchases of assets will be undertaken by a subsidiary of the Bank - the Bank of England Asset Purchase Facility Fund. An indemnity is provided by HM Government to cover any losses arising from the Facility. The APF will be able to purchase UK government securities (gilts) in the secondary market and high-quality private sector assets, including commercial paper and corporate bonds.",12:00,Monthly,Bank of England,2009-03-31 12:00:00 AM,BILLIONS,3,2016-01-08 11:43:09 AM,"6,81366014480591",Europe/London
1302,1305,UKAWMWHO Index,UK Average Earnings inc Bonuses,UK,,09:30,Monthly,UK Office for National Statist,2001-03-31 12:00:00 AM,% CHANGE,2,2016-01-08 11:43:11 AM,"0,397886782884598",Europe/London
1303,1305,UKAWXTOM Index,UK Average Earnings exc Bonuses,UK,,09:30,Monthly,UK Office for National Statist,2001-03-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:43:13 AM,"0,136925131082535",Europe/London
1304,1304,DTSRR1RB Index,UK CBI Distributive Trades,UK,"First introduced in 1983, the Distributive Trades Survey is an authoritative indicator of short term trends in the UK retail and wholesale distribution sector. The survey helps to formulate economic policy within the Bank of England and within government. The survey is released both quarterly and monthly. The monthly survey provides an update on volume of sales, orders, and stocks, whilst the quarterly survey tracks optimism, employment, prices, investment and stocks.",11:00,Monthly,Confederation of British Indus,1983-07-31 12:00:00 AM,ABSOLUTE,1,2016-01-08 11:43:14 AM,"15,2845048904419",Europe/London
1305,1305,UKUEMOM Index,UK Claimant Count Change,UK,The headline measure of the Claimant Count has been changed to include claimants of Universal Credit as of 17th June 2015. To view the UK Claimant Count Rate excluding the Universal Credit Adjustment please see {UKUEXUNC Index DES<GO>}. More information on this adjustment can be found here: {http://www.ons.gov.uk/ons/guide-method/method-quality/specific/labour-market/articles-and-reports/jobseeker-s-allowance--universal-credit-and-the-claimant-count--changes-to-the-measurement-of-the-claimant-count.pdf},09:30,Monthly,UK Office for National Statist,1971-01-31 12:00:00 AM,% CHANGE,2,2016-01-08 12:10:38 PM,"14,1073112487793",Europe/London
1306,1309,UKHCA9K7 Index,UK CPI CORE MoM,UK,"The harmonised indices of consumer prices (CIP) are calculated in each member state of the European Union for the purpose of European comparisons.  From January 1999 it has been used by the ECB as the measure of price stability cross the euro area.                                                                                                                                                      In comparison to RPI, CPI uses the geometric mean to aggregate the prices at the most basic level, RPI uses arithmetic means.                                  A number of RPI series are excluded from HICP, including those relating to housing costs(eg council tax), and also owner occupiers' housing costs(eg mortgage interest payments, house depreciation, and buildings insurance).                  Coverage of CPI is based on the international classification system, COICOP(classification of individual consumption by purpose).",00:00,Monthly,UK Office for National Statist,1996-02-29 12:00:00 AM,% CHANGE,1,2016-01-08 11:43:18 AM,0,Europe/London
1307,1309,UKHCA9IQ Index,UK CPI CORE YoY,UK,"The harmonised indices of consumer prices (CIP) are calculated in each member state of the European Union for the purpose of European comparisons.  From January 1999 it has been used by the ECB as the measure of price stability cross the euro area.                                                                                                                                                      In comparison to RPI, CPI uses the geometric mean to aggregate the prices at the most basic level, RPI uses arithmetic means.                                  A number of RPI series are excluded from HICP, including those relating to housing costs(eg council tax), and also owner occupiers' housing costs(eg mortgage interest payments, house depreciation, and buildings insurance).                  Coverage of CPI is based on the international classification system, COICOP(classification of individual consumption by purpose).",09:30,Monthly,UK Office for National Statist,1997-01-31 12:00:00 AM,% CHANGE,2,2016-01-08 11:43:20 AM,"0,189640671014786",Europe/London
1308,1309,UKRPCJMR Index,UK CPI HDLN MoM,UK,"Ç                                                                               On the 28th February 2006, Eurostat rebased to 2005=100.",09:30,Monthly,UK Office for National Statist,1988-02-29 12:00:00 AM,% CHANGE,2,2016-01-08 11:43:22 AM,"0,18072372674942",Europe/London
1309,1309,UKRPCJYR Index,UK CPI HDLN YoY,UK,"Ç                                                                               On the 28th February 2006, Eurostat rebased to 2005=100.",09:30,Monthly,UK Office for National Statist,1989-01-31 12:00:00 AM,% CHANGE,3,2016-01-08 11:43:23 AM,"0,180566728115082",Europe/London
1310,1310,UKCA Index,UK Current Account,UK,"Current Account Balance Seasonally Adjusted and in millions. For further Economic Statistics type: ECST <GO> Calendar of releases and economic forecasts: WECO <GO>                                                                             Current Account Balance Seasonally Adjusted and in Billions of £.  For further Economic Statistics type: ECST <GO> Calendar of releases and economic forecasts: WECO <GO>                                                                       History is stored independently for quarterly and yearly frequencies.           HP values for these frequencies may not match each other. Note that when only one frequency is stored in history, for the other frequencies, history is derived from that of the stored frequency.  For example, HP W, HP M, HP Q and HP Y will derive data from HP D when only daily history is stored; HP Q and HP Y will derive data from HP M when only monthly history is stored. As another example, if both daily and monthly are stored, HP W w",09:30,Quarterly,UK Office for National Statist,1946-12-31 12:00:00 AM,BILLIONS,1,2016-01-08 11:43:25 AM,0,Europe/London
1311,1311,UKCCI Index,UK GfK Consumer Confidence,UK,"UK - Consumer Confidence Indicator.  This is the consumer confidence barometer based on the following questions: 1) How does the financial situation of your household now compare with what it was 12 months ago? 2) How do you think the financial position of your household will change over the next 12 months? 3) How do you think the general economic situation has in this country has changed in the last 12 months? 4) How do you think the general economic situation in this country will develop over the next 12 months? 5) Do you think there are any benefits in people making major purchases such as furniture, washing machines, TV sets etc. at the present time? Source: Research by GfK Great Britain Ltd for the European Commission.                                                                   * Please note the May 1995 value was not calculated by the source.",00:05,Monthly,GfK NOP (UK),1981-11-30 12:00:00 AM,,1,2016-01-08 11:43:27 AM,"3,27181315422058",Europe/London
1312,1312,UKGRABIQ Index,UK GDP Prelim QoQ,UK,"Values are chain linked with the base year of 2010.                             UK Constant GDP 2010=100. UK GDP now incorporates the effects of the introduction of annual chain linking, adjustments for the effect of VAT missing trader intra-community (MTIC) fraud, other methodological improvements and new information across a range of series. For a complete breakdown of GDP and its components see {ECST GB <GO>}.",09:30,Quarterly,UK Office for National Statist,1955-06-30 12:00:00 AM,% CHANGE,3,2016-01-08 11:43:29 AM,"0,406477987766266",Europe/London
1313,1312,UKGRABIY Index,UK GDP Prelim YoY,UK,"Values are chain linked with the base year of 2010.                             UK Constant GDP 2010=100. UK GDP now incorporates the effects of the introduction of annual chain linking, adjustments for the effect of VAT missing trader intra-community (MTIC) fraud, other methodological improvements and new information across a range of series. For a complete breakdown of GDP and its components see {ECST GB <GO>}.                                                                History is stored independently for quarterly and yearly frequencies.           HP values for these frequencies may not match each other. Note that when only one frequency is stored in history, for the other frequencies, history is derived from that of the stored frequency.  For example, HP W, HP M, HP Q and HP Y will derive data from HP D when only daily history is stored; HP Q and HP Y will derive data from HP M when only monthly history is stored. As another example, if both daily and monthly are stored, HP W wi",09:30,Quarterly,UK Office for National Statist,1955-06-30 12:00:00 AM,% CHANGE,2,2016-01-08 11:43:31 AM,"1,0511257648468",Europe/London
1314,1314,UKGRABIQ Index,UK GDP Revised QoQ,UK,"Values are chain linked with the base year of 2010.                             UK Constant GDP 2010=100. UK GDP now incorporates the effects of the introduction of annual chain linking, adjustments for the effect of VAT missing trader intra-community (MTIC) fraud, other methodological improvements and new information across a range of series. For a complete breakdown of GDP and its components see {ECST GB <GO>}.",09:30,Quarterly,UK Office for National Statist,1955-06-30 12:00:00 AM,% CHANGE,2,2016-01-08 11:43:32 AM,"0,406477987766266",Europe/London
1315,1314,UKGRABIY Index,UK GDP Revised YoY,UK,"Values are chain linked with the base year of 2010.                             UK Constant GDP 2010=100. UK GDP now incorporates the effects of the introduction of annual chain linking, adjustments for the effect of VAT missing trader intra-community (MTIC) fraud, other methodological improvements and new information across a range of series. For a complete breakdown of GDP and its components see {ECST GB <GO>}.                                                                History is stored independently for quarterly and yearly frequencies.           HP values for these frequencies may not match each other. Note that when only one frequency is stored in history, for the other frequencies, history is derived from that of the stored frequency.  For example, HP W, HP M, HP Q and HP Y will derive data from HP D when only daily history is stored; HP Q and HP Y will derive data from HP M when only monthly history is stored. As another example, if both daily and monthly are stored, HP W wi",09:30,Quarterly,UK Office for National Statist,1955-06-30 12:00:00 AM,% CHANGE,1,2016-01-08 11:43:34 AM,"1,0511257648468",Europe/London
1316,1316,UKGRABIQ Index,UK GDP Final QoQ,UK,"Values are chain linked with the base year of 2010.                             UK Constant GDP 2010=100. UK GDP now incorporates the effects of the introduction of annual chain linking, adjustments for the effect of VAT missing trader intra-community (MTIC) fraud, other methodological improvements and new information across a range of series. For a complete breakdown of GDP and its components see {ECST GB <GO>}.",09:30,Quarterly,UK Office for National Statist,1955-06-30 12:00:00 AM,% CHANGE,2,2016-01-08 11:43:36 AM,"0,406477987766266",Europe/London
1317,1316,UKGRABIY Index,UK GDP Final YoY,UK,"Values are chain linked with the base year of 2010.                             UK Constant GDP 2010=100. UK GDP now incorporates the effects of the introduction of annual chain linking, adjustments for the effect of VAT missing trader intra-community (MTIC) fraud, other methodological improvements and new information across a range of series. For a complete breakdown of GDP and its components see {ECST GB <GO>}.                                                                History is stored independently for quarterly and yearly frequencies.           HP values for these frequencies may not match each other. Note that when only one frequency is stored in history, for the other frequencies, history is derived from that of the stored frequency.  For example, HP W, HP M, HP Q and HP Y will derive data from HP D when only daily history is stored; HP Q and HP Y will derive data from HP M when only monthly history is stored. As another example, if both daily and monthly are stored, HP W wi",09:30,Quarterly,UK Office for National Statist,1955-06-30 12:00:00 AM,% CHANGE,1,2016-01-08 11:43:38 AM,"1,0511257648468",Europe/London
1318,1305,UKUEILOR Index,UK ILO Unemployment Rate,UK,"United Kingdom - ILO Unemployment Rate The International Labour Organisation(ILO) definition of unemployment covers people who are: not in employment, want a job, have actively sought work in the previous 4 weeks and are available to start work within the next fortnight or; out of work and have accepted a job which they are waiting to start in the next fortnight.  For further economic statistics type : ECST GB <GO> and for the latest economic news on the UK type : NI UKECO <GO>.",09:30,Monthly,UK Office for National Statist,1971-03-31 12:00:00 AM,% RATIO,2,2016-01-08 11:43:39 AM,"0,117382757365704",Europe/London
